input,inference
"Update 2: Report: Gazprom to Take Part in Yukos Sale The newly-created oil unit of Russian gas monopoly OAO Gazprom, Gazpromneft, will take part in the auction of the embattled Yukos oil company #39;s largest unit, Yuganskneftegaz, Dow Jones NewsWires reported Tuesday, citing the news agency Prime-Tass.",".ssaT-emirP ycnega swen eht gnitic,yadseuT detroper seerWsweN senoJ woD,zagetfenksnaguY,tinu tsegral s;93# ynapmoc lio sokuY delttabme eht fo noitcua eht ni trap ekat lliw,tfenorpzaG,morpzaG OAO yloponom sag naissuR fo tinu lio detaerc-ylwen ehT elaS sokuY ni traP ekaT o"
"Lawmakers Grill Citigroup Japan Chief Citigroup #39;s top executive in Japan endured unprecedented questioning by lawmakers on Tuesday over a scandal at the firm #39;s private bank in the country, the latest turn in a high-profile case that has embarrassed the world #39;s biggest","tseggib s;93# dlrow eht detsissarra sah taht esac eliforp-hgih a ni nrut tsetal eht,yrtnuoc eht ni knab etavirp s;93# mrif eht ta ladnacs a revo yadseuT no srekamwal yb gninoitseuq detnedecerpnu napaJ ni evitucexe pot s;93# puorgitiC feihC napaJ puorgitiC kcirG srekamwa"
"Minaya ahead in count even if he strikes out This is the way Mets fans wanted their team to do it with Vladimir Guerrero and Alex Rodriguez. They wanted the general manager of the moment, Steve Phillips or Jim Duquette, to get in there early.",".ylrae ereht ni teg ot,etuocuD miJ ro spmilhP evetS,tnemom eht fo reganam lareneg eht detnaw yehT.doowdoR xelA dna orerreuG rimidalV htiw ti od ot maet rieht detnaw snaf steM yaw eht si sihT tuo sekirts eh fi neve tnuoc ni daeha ayaniM"
"Car Bomb North of Baghdad Kills 7, Wounds 19 (Reuters) Reuters - A car bomb exploded near a U.S.military patrol in the town of Baiji, north of Baghdad, onTuesday, killing at least seven Iraqis and wounding 20 people,including two U.S. soldiers, doctors and the military said.",".dias yratilim eht dna srotcod,sreidlos.S.U owt gnidulcni,elpoep 02 gnidnuow dna siqarI neves tsael ta gnillik,yadseuTno,dadhgaB fo htron,ihiaB fo nwot eht ni lortap yratilim.S.U a raen dedolpxe bmob rac A - sretueR )sretueR( 91 sdnuoW,7 sll"
Musharraf Can Be Pakistan President and Army Chief ISLAMABAD (Reuters) - Pakistan's acting president signed a bill on Tuesday that will allow military ruler Pervez Musharraf to stay on as army chief despite his pledge to quit the office by the end of the year.,.raey eht fo dne eht yb eciffo eht tiuq ot egdelp sih etipsed feihc ymra sa no yats ot farrahsuM zevreP regnellahc yratilim wolla lliw taht yadseuT no llib a dengis tnediserp gnitca s'natsikaP - )sretueR( DABAMALSI feihC ymrA dna tnediserP natsikaP eB naC farrahsu
"Plane repos ready to take flight At the airport, you hear all of the usual explanations: bad weather, mechanical difficulties, no crew available. But now there #39;s another excuse you might hear as times get tougher for cash","hsac rof rehguot teg semit sa raeh thgim uoy esucxe rehtona s;93# ereht won tuB.elbaliava werc on,seitluciffid lacihcam,rehtaew dab :snoitanalpxe lausu eht fo lla raeh uoy,tropria eht tA thgilf ekat ot ydaer tsop enalP"
"UK House Prices Rise at Fastest Pace Since July (Update3) UK house prices unexpectedly rose in November at the fastest pace since July, reinforcing expectations real estate values will level out, avoiding a collapse from records, according to Nationwide Building Society.",".yteicoS gnidliuB ediwnoitaN ot gnidrocca,sdrocer morf espalloc a gnivoma,tuo level lliw seulav etatse laer snoitatcepxe gnicrofnier,yluJ ecnis ecap tsetsaf eht ta rebmevoN ni esor yldetcepxenu secirp esuoh KU )3etadpU( yluJ ecniS ecaP tsetsaF ta esiR secirP esu"
"Wall Street Set for a Flat Start (Reuters) Reuters - Wall Street was set for a flat start onTuesday as investors braced themselves for a slew of data, witha steadier dollar helping to offset the impact of firmer crudeoil prices.",".secirp lioedurc remrif fo tcapmi eht tesffo ot gnipleh rallod retsaets ahtiw,atad fo wels a rof sevlesmeht decarb srotsevni sa yadseuTno trats talf a rof tes saw teertS llaW - sretueR )sretueR( tratS talF a rof teS teertS llaW"
"Eurozone recovery struggles as monetary union fails to yield results: OECD (AFP) AFP - Recovery in the eurozone is battling higher oil prices and a rising euro as monetary union has so far failed to spur sustained economic dynamism in the 12 nations using the single European currency, the OECD revealed.",".delaever DCEO eht,ycnerruc naeporuE elgnis eht gnisu snoitan 21 eht ni msimitcyh cimonoce deniatsus rups ot deliaf raf os sah noinu yratenom sa orue gnisir a dna secirp lio rehgih gnilttab si enozorue eht ni yrevoceR - PFA )PFA( DCEO :stluser dleiy ot sliaf noinu yratenom sa sel"
Cosatu to meet over conflict with ANC The Congress of South African Trade Unions (Cosatu) said that it will hold a lunchtime press conference on Tuesday to discuss the controversial public spat between its leader Zwelinzima Vavi and the African National Congress (ANC) national spokesperson,namsekops lanoitan )NCN( ssergnoC lanoitaN nacirfA eht dna aviaV amizawelZ redael sti neewteb taps cilbup laisrevortnoc eht ssucsid ot yadseuT no ecnerefnoc sserp emithsinim a dloh lliw ti taht dias )utasoC( snoinU edarT nacirfA htuoS fo ssergnoC ehT CNA htiw tcilfnoc revo t
REL asks quitting directors to rethink Mumbai: The board of Indian power utility Reliance Energy Ltd. told the Bombay exchange on Tuesday it had asked its six directors who resigned last week to reconsider their resignations.,.snoitangiser rieht redisnocer ot keew tsal dengiser ohw srotcerid xis sti deksa dah ti yadseuT no egnahcxe yabmoB eht dlot.dtL ygrenE ecnaileR ytilitu rewop naidnI fo draob ehT :iabmuM knihter ot srotcerid gnittiuq sksa LER
"Renault unveils investment plan for Asian hub in South Korea (AFP) AFP - French auto giant Renault SA said it will invest some 570 million dollars in South Korea over the next three years as part of its global strategy to become a key player in Asia, notably China.",".anihC ylralucitrap,aisA ni reyalp yek a emoceb ot ygetarts labolg sti fo trap sa sraey eerht txen eht revo aeroK htuoS ni srallod noillim 057 emos tsevni lliw ti dias AS tluaneR tnaig otua hcnerF - PFA )PFA( aeroK htuoS ni buh naisA rof nalp tnemtsevni slievnu tluaneR"
"OECD tips US growth slowdown in 2005 US economic growth will slow to 3.3 per cent in 2005, more than a full percentage point below this year, with the effect of high energy prices dragging on the economy for the next few quarters, the OECD said on Tuesday.",".yadseuT no dias CDO eht,sretrauq wef txen eht rof ymonoce eht no gniyd secirp ygrene hgih fo tceffe eht htiw,raey siht woleb tniop egatnecrep lluf a naht erom,5002 ni tnec rep 3.3 ot wols lliw htworg cimonoce SU 5002 ni nwodwols htworg SU stip CDO"
"HP releases new products for enterprises Launches OpenView Automation Manager, Service Desk version 5.0 and partnership with Cisco for reselling HP management software. MADRID: Hewlett Packard has launched its HP OpenView Automation Manager that","taht reganaM noitamotuA weiVnepO PH sti dehcnual sah drakcaP ttelweH :DIRDAM.erawtfos tnemeganam PH gnilleser rof ocsiC htiw pihsrentrap dna 5.0 noisrev kseD ecivreS,reganaM noitamotuA weiVnepO sehcnuaL seitreporp wen sesaeler PH"
Philippine Floods Kill Hundreds More than 300 people died after flash floods and landslides devastated three coastal towns and left swathes of the northern Philippines under water on Tuesday.,.yadseuT no retaw rednu senippilihP nrehtron eht fo sehtaws tfel dna snwot latsaoc eerht detatsaved sedilsdnal dna sdoolf hsalf retfa deid elpoep 003 naht eroM sderdnuH lliK sdoolF enippilihP
"Clayton Offers to Buy Rexel for 2.6 Billion Euros (Update5) Clayton, Dubilier amp; Rice Inc. is leading a 2.6 billion-euro ($3.45 billion) buyout of an electrical- equipment supplier from France #39;s Pinault-Printemps-Redoute SA, the New York-based firm #39;s third European acquisition this year.",".raey siht noitisiuqca naeporuE driht s;93# mrif desab-kroY weN eht,AS etuodeR-spmepmarP-tluaiP s;93# ecnarF morf reilppus tnempiuqe -cirtcele na fo tuoyub )noillib 55.3$( orue-noillib 6.2 a gnidael si.cnI eciR ;pma reilibuD,nihploC )5etadpU( soruE noilliB 6.2 rof le"
Football Association charges Bolton striker over spitting incident Bolton striker El-Hadji Diouf was cited for improper conduct by the Football Association on Monday after spitting in the face of an opponent.,.tnenoppo na fo ecaf eht ni gnittips retfa yadnoM no noitaicossA llabtooF eht yb tcudnoc tnelufni rof detic saw fuoiD ijdaH-lE rekirts notloB tnedicni gnittips revo rekirts notloB segrahc noitaicossA llabtooF
"USA: Smithfield Foods reports higher Q2 earnings US meat processor Smithfield Foods has reported higher second-quarter earnings, as higher hog prices offset lower pork margins and a loss in its beef operations.",".snoitarepo teeb sti ni ssol a dna snigram tsuj rewol tesffo secirp gib rehgih sa,sgninrae retrauq-dnoces rehgih detroper sah sdooF dleifhtimS rossecorp taem SU sgninrae 2Q rehgih stroper sdooF dleifhtimS :ASU"
"O2 to roll out i-mode The deal, which was leaked to the press last week, will see the UK-based mobile operator deliver data services -- such as games, ringtones and entertainment -- through a platform that has been credited with making NTT DoCoMo the force that it is in","ni si ti taht ecrof eht oMoCoD TTN gnikam htiw detiderc neeb sah taht mroftalp a hguorht -- tnemniatretne dna senotgnir,semag sa hcus -- secivres atad reviled rotarepo elibom desab-KU eht ees lliw,keew tsal sserp eht ot dekael saw hcihw,laed ehT edom-i tuo llor ot 2O"
"Screensaver Strikes Back at Spammers New software allows recipients of spam to band together to target known websites behind the messages. The idea is to bombard the sites with messages, slowing them down and making them more expensive to run.",".nur ot evisnepxe erom meht gnikam dna nwod meht gniwols,segassem htiw setis eht hsalb ot si aedi ehT.segassem eht dniheb setisbew nwonk tegrat ot rehtegot dnab ot maps fo sreviecer swolla erawtfos weN sremmapS ta kcaB sekirtS revasneercS"
"Study: Brain Scan Helps Diagnose Bipolar Disorder (Reuters) Reuters - Bipolar disorder, a sometimesmisdiagnosed mental illness characterized by wide emotionalswings, may be identifiable by chemical abnormalities visiblein victims' brains, researchers said on Tuesday.",".yadseuT no dias srehcraeser,sniarb'smitciv nielbisiv seitiralugnu lacimehc yb elbatceted eb yam,sgniwslairetome ediw yb deifitreted ssenlli latnem denosidsimsemitrom a,tnemruoser raliciB - sretueR )sretueR( tnemruoserD raliciB esimedA spleH nacS niarB :ydutS"
"Princess Di's Ex-Bodyguard Disputes Claim (AP) AP - A former bodyguard of Princess Diana on Tuesday dismissed her claim that one of her lovers was ""bumped off.""",""".ffo depmub"" saw srevol reh fo eno taht mialc reh dessimsid yadseuT no amylaD sserP fo draugydob remrof A - PA )PA( mialC setupsiD draugydoB-xE s'iD sserP"
"Tech Firms Keep Riding Chinese Tiger Microsoft watched a software deal with China go bust less than two weeks into the contract. And Beijing is pushing its government IT officials to buy local. But China remains a vibrant market where tech firms have to stay in play. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",";tg&TNOF/;tl&;tg&B/;tl&moc.tsopnotgnihsaw-;tg&B;tl&;tg&""666666#""=roloc ""2-""=ezis ""acitevleh,laira,fireS snaS SM,anadrev""=ecaf TNOF;tl&.yalp ni yats ot evah smrif hcet erehw tekram tnaiv a sniamer anihC tuB.lacol yub ot slaiciffo TI tnemnrevog sti gnihsup si gn"
"Milan Mandaric statement quot;Over the past two-and-a-half years the football club have currently paid 11.5million on transfer fees, loan fees and appearance payments to clubs for 25 players.",".sreyalp 52 rof sbulc ot stnemyap ecnaraeppa dna seef naol,seef refsnart no noillim5.1 diap yltnerruc evah bulc llabtoof eht sraey flah-a-dna-owt tsap eht revO;touq tnemetats ciraM naliM"
"Cell Phone Virus Mutates, Carries Payload Security company F-Secure warned of a variant on the Skulls Trojan horse that infects smart phones running the Symbian operating system.",".metsys gnitarepo naibmyS eht gninnur senohp trams stcefni taht esroh noroT sllubS eht no tnairav a fo denraw eruceS-F ynapmoc ytiruceS daolyaP seirraC,setuM suriV enohP lleC"
Redknapp and Mandaric clear the air Harry Redknapp maintained on Tuesday that he had nothing to hide from the transfer deals conducted at Portsmouth during his time as manager.,.reganam sa emit sih gnirud tuobmahgnihspmaS ta detcudnoc slaed refsnart eht morf edih ot gnihton dah eh taht yadseuT no deniatniam ppankerdeR yrraH ria eht raelc ciraM dna ppankdeR
"Log on to be a satellite spy A Canadian inventor has created Internet-based technology that could soon see regular computer users acting as armchair spies. Vincent Tao, an engineer at Toronto #39;s York University","ytisrevinU kroY s;93# otnoroT ta reenigne na,oaT nitnecniV.seips riahcmra sa gnitca sresu retupmoc raluger ees noos dluoc taht ygolonhcet desab-tenretnI detaerc sah rotnevni naidanaC A yps etilletas a eb ot no golG"
"Sharman begins defense in Kazaa case Sharman Networks, the company behind the Kazaa peer-to-peer file sharing software, began its defense in a Sydney court room on Tuesday against charges by members of the music industry that the company aided music piracy and copyright infringement.",".tnemegnirfni thgirypoc dna ycarip cisum dedda ynapmoc eht taht yrtsudni cisum eht fo srebmem yb segrahc tsniaga yadseuT no moor truoc yendyS a ni esnefed sti nageb,erawtfos gnirahs elif reep-ot-reep aazaK eht dniheb ynapmoc eht,skrowteN nahduhS esac"
"Najeh to the rescue for Packers No Ahman Green, no problem. At least that #39;s what it looked like on Monday night, as the Green Bay Packers ran roughshod over the St.",".tS eht revo dehsguor nar srekcaP yaB neerG eht sa,thgin yadnoM no ekil dekool ti tahw s;93# taht tsael tA.melborp on,neerG namhA oN srekcaP rof eucser eht ot hejeN"
Bangladesh bars female swim Pressure from an Islamic group halts a women's swimming contest in Bangladesh.,.hsedalgnaB ni tsetnoc gnimmiws s'nemow a stlah puorg cimalsI na morf erusserP miws elamef srab hsedalgnaB
"Music sharing continues to thrive A steady growth in legal music downloads continues while illegal file sharing networks also flourish, analysts say.",".yas stsylana,hsalf osla skrowten gnirahs elif lagelli elihw seunitnoc sdaolnwod cisum lagel ni htworg ydaets A edaelf ot seunitnoc gnirahs cisuM"
"Prosecutor: Pacers Players to Be Charged (AP) AP - Indiana Pacers players will be charged for fighting with fans during the Nov. 19 brawl at the end of a game against the Detroit Pistons, Oakland County Prosecutor David Gorcyca told The Detroit News.",".sweN tiorteD ehT dlot acycraG divaD rotucesorP ytnuoC dnalkaO,snotsiP tiorteD eht tsniaga emag a fo dne eht ta lwarb 91.voN eht gnirud snaf htiw gnithgif rof degrahc eb lliw sreyalp srecaP anaidnI - PA )PA( degrahC eB ot sreyalP srecaP :rotucesorP"
Impact of euro played down The damage to exports caused by a stronger euro has been played down by a member of the European Central Bank #39;s governing council in remarks highlighting the bank #39;s limited concern about the currency #39;s rise.,.esir s;93# ycnerruc eht tuoba nrecnoc detimil s;93# knab eht gnithgilhgih skramer ni licnuoc gninrevog s;93# knaB lartneC naeporuE eht fo rebmem a yb nwod deyalp neeb sah orue regnorts a yb desuac stropxe ot egamad ehT nwod deyalp orue fo tcapmI
Chercher dans toute l #39;actualit Italy ground to a halt as millions of workers observed a general strike in protest against the economic policies of Prime Minister Silvio Berlusconi #39;s centre-right government.,.tnemnrevog thgir-ertnec s;93# inocsulreB oivliS retsiniM emirP fo seicilop cimonoce eht tsniaga tsetorp ni ekirts lareneg a devresbo srekrow fo snoillim sa tlah a ot dnuorg ylatI tceffe;93# l etut nir rehcserhC
Oragenics Shares Up on FDA Clearance Shares of Oragenics Inc. jumped after the biotechnology company reported Tuesday that the Food and Drug Administration allowed it to proceed with safety trials on a lifelong tooth decay protection rinse that,taht elknir noitcetorp ecnadiuqs tnet gnolefil a no slairt ytefas htiw deecorp ot ti dewolla noitartsinimdA gurD dna dooF eht taht yadseuT detroper ynapmoc ygolonhcetoib eht retfa depmuj.cnI scienegroO fo serahS ecnaelraeC ADF no pU serahS scinegorO
Australia give their neighbours no mercy Australia wrapped up a 2-0 win in the series after beating New Zealand by 213 runs on the fifth day of the second and final cricket Test on Tuesday.,.yadseuT no tseT tekcirc lanif dna dnoces eht fo yad htfif eht no snur 312 yb dnalaeZ weN gnitaeb retfa seires eht ni niw 0-2 a pu depparw ailartsuA ycarcom on sruobhgien rieht evig ailartsuA
"Oil Prices Slip, Winter Supplies Seen Up Oil prices fell on Tuesday as an expected increase in US heating fuel supplies eased concerns over an inventory crunch should this winter #39;s weather prove colder than normal.",".lamron naht redloc evorp rehtaew s;93# retniw siht dluohs hcnurc yrotnevni na revo snrecnoc desae seilppus leuf gnitaeh SU ni esaercni detcepxe na sa yadseuT no llef secirp liO pU neeS seilppuS retniW,pils secirP liO"
"Clayton Dubilier, Merrill team in $3.4B buyout In what would be the largest European leveraged buyout of the year, Clayton Dubilier amp; Rice has teamed with Merrill Lynch amp; Co.",".oC ;pma hcnyL llirreM htiw demaet sah eciR ;pma reilibuD niarreM,raey eht fo tuoyub dezilever naeporuE tsegral eht eb dluow tahw nI tuoyub B3.4$ ni maet llirreM,reilibuD llirreM"
"Ex-Guard Speaks Out About Di Tapes (CBS) Newly-surfaced videotapes of the late Princess Diana address her sometimes bizarre relationship with Prince Charles. The tapes were recorded by Diana #39;s voice coach, Peter Settelen.",".neletteS reteP,hcaoc eciov s;93# aidaL yb dedrocer erew sepat ehT.selrahC ecnirP htiw pihsnoitaler etalucsib semitemos reh sserdda aidaL sseriP etal eht fo sepatoediv degrepus-ylweN )SBC( sepat iD tuobA tuO sgnipseS draoG-xE"
Waugh: Shoaib will test Australians Former Australian skipper Steve Waugh says he thinks Shoaib Akhtar will test the home side when it tackles Pakistan at the WACA. Having recently watched Australia end a 35-year hoodoo in India with a 2-1 series,seires 1-2 a htiw aidnI ni oodooh raey-53 a dne ailartsuA dehctaw yltnecer gnivaH.ACAW eht ta natsikaP selkcat ti nehw edis emoh eht tset lliw rathkA biaohS skniht eh syas hguoW evetS reppiks nailartsuA remroF snailartsuA tset lliw biaohS :hguoW
Panel Urges N.Y. to Pay $14 Billion More for City Schools Court-appointed referees recommended the state pay an additional $14 billion over four years to improve New York City schools.,.sloohcs ytiC kroY weN evorpmi ot sraey ruof revo noillib 41$ lanoitidda na yap etats eht dednemmocer seeerer detnioppa-truoC sloohcS ytiC rof eroM noilliB 41$ yaP ot.Y.N segrU lenaP
"Poison Toads Leap Across Australia Small, warty, and poisonous enough to kill crocodiles, the cane toad has wreaked havoc in parts of Australia. Experts say climate change is benefiting the invasive species.",".seiceps evitavresni eht gnitifeneb si egnahc etamilc yas strepxE.ailartsuA fo strap ni covah dekaerw sah daot enac eht,selidocorc llik ot hguone suoelpoep dna,ytraw,llamS ailartsuA ssorcA paeL sdaoT nosioP"
"Merrill, Wachovia, others fined for late reporting NEW YORK: The NASD yesterday said it censured and fined 29 securities firms a total of $US9.22 ($NZ13.04) million for failing to properly disclose required information about their brokers more than 8300 times.",".semit 003008 naht erom srekorb rieht tuoba noitamrofni deriuqer esolcsid ylriapmoc ot gniliaf rof noillim )40.31ZN$( 22.9SU$ fo latot a smrif seitiruces 92 denif dna derusnec ti dias yadretsey DSAN ehT :KROY WEN gnitroper etal rof denif srehto,aivohcaW,llirreM"
"Tom Clancy #39;s Rainbow Six 4 Announced As expected, Ubisoft today announced its plans to launch a new Tom Clancy #39;s Rainbow Six title on PS2, Xbox and PC. Rainbow Six 4 will introduce a new single player experience with a personal darker storyline","enilerots regnihs lanosrep a htiw ecneirepxe reyalp elgnis wen a ecudortni lliw 4 xiS retsewaelC.CP dna xobX,2PS no eltit xiS retsewaelC moT wen a hcnual ot snalp sti decnuonna yadot tfosibU,detcepxe sA decnuonnA 4 xiS regniwC s;93# ycnalC moT"
"Lycos Europe Pushes Limits in Anti-Spam Fight A new application from Lycos Europe aims to fight back against spammers, but some experts say the company may be enabling illegal activities.",".seitivitca lagelli gnilbane eb yam ynapmoc eht yas strepxe emos tub,sremmaps tsniaga kcab thgif ot smia eporuE socyL morf noitacilppa wen A thgiF mapS-itnA ni stimilC sehsuP eporuE socyL"
"Click Here for a Free Credit Report Really. We mean it. Finally, a legit way to peek into your personal financial file.",".elif laicnanif lanosrep ruoy otni knuh ot yaw til a,yllanifeD.ti naem eW.yllaeR tropeR tiderC eerF a rof ereH kcilC"
"Gough new Livi boss FORMER Rangers, Everton and Scotland captain Richard Gough has been appointed as the new manager of troubled Scottish Premier League outfit Livingston.",".notsgnivil tiftuo eugaeL reimerP hsittocS delbuort fo reganam wen eht sa detnioppa neeb sah hguoG drahciR niatpac dnaltocS dna notrevE,sregnaR REMROF ssob iviL wen hguoG"
"Cardinals to Play Broncos Boise State accepts a bid Tuesday to play Louisville in the Liberty Bowl on Dec. 31, in a matchup of the nation's top two offenses.",".secneffo owt pot s'noitan eht fo puhctam a ni,31.ceD no lwoB ytrebiL eht ni ellivsiuoL yalp ot yadseuT dib a stpecca etatS esioB socnorB yalP ot slanidraC"
"Pinault-Printemps Redoute to sell holding in Rexel LONDON, November 30 (newratings.com) - Pinault-Printemps Redoute SA (PPX.FSE) plans to sell its controlling stake in the electrical parts distributor, Rexel (RXL), to a group of private firms for 1.92 billion ($2.55 billion).",".)noillib 55.2$( noillib 92.1 rof smrif etavirp fo puorg a ot,)LXR( lexeR,rotubirtsid strap lacirtcele eht ni ekats gnillortnoc sti lles ot snalp )ESF.XPP( AS etuodeR spmetnirP-tluaiP - )moc.sgnitarwen( 03 rebmevoN,NODNOL lexeR ni gnidloh lles ot etuodeR spmetnirP-tlua"
Shifting signs in North Korea Kim Jong Il dials back his personality cult as protest activities pick up.,.pu kcip seitivitca tsetorp sa tluc ytilanosrep sih kcab slaid lI gnuJ miK aeroK htroN ni sngis gnitfihS
"New strain of Skulls Trojan hits smart phones Mobile phones running Symbian's Series 60 operating system are the target of a new strain of the Skulls Trojan horse program. The new Trojan comes with the Cabir.B worm, which, unlike the first version of the virus, can spread to other phones within reach of Bluetooth broadcasting range.",".egnar gnitsacdaorb yolofiloW fo hcaer nihtiw senohp rehto ot daerps nac,suriv eht fo noisrev tsrif eht ekilnu,hcihw,mrow B.rabuC eht htiw semoc toorT wen ehT.margorp esroh toorT slulkS eht fo tniarts wen a fo tegrat eht era metsys gnitarepo 06 seireS s'naibmyS gninnur"
Grinstein: Delta Pilots #39; Retirement Exodus Likely On Wednesday At least 100 Delta Air Lines (nyse: DAL - news - people ) pilots are expected to retire effective Wednesday. That #39;s the starting date for the 32.5 pay cut agreed upon under Chief Executive Gerald Grinstein #39;s master plan.,.nalp retsam s;93# nietsnirG dlareG evitucexE feihC rednu nopu deerga tuc yap 5.32 eht rof etad gnitrats eht s;93# tahT.yadsendeW evitceffe eriter ot detcepxe era stolip ) elpoep - swen - LAD :esyn( seniL riA atleD 001 tsael tA yadsendeW nO ylekiL stuoxE tnemeriter ;93# s
"Pedro Waits to Learn of Yankees' Interest (AP) AP - With an offer in hand from the New York Mets, Pedro Martinez will wait to see what the New York Yankees do before deciding where he'll play next year.",".raey txen yalp ll'eh erehw gnidiced erofeb od seeknaY kroY weN eht tahw ees ot tiaw lliw zenitraM ordeP,steM kroY weN eht morf dnah ni reffo na htiW - PA )PA( tseretnI'seeknaY fo nraeL ot stiaW ordeP"
"EPA May Conduct Human Tests for Chemicals (AP) AP - In setting limits on chemicals in food and water, the Environmental Protection Agency may rely on industry tests that expose people to poisons and raise ethical questions.",".snoitseuq lacitehta esiar dna snopohp ot elpoep esopxe taht stset yrtsudni no yler yam ycnegA noitcetorP latnemnorivnE eht,retaw dna doof ni slacimehc no stimil gnittes nI - PA )PA( scitamotuhC rof stseT namuH tcudnoc yaM APE"
"The Kremlins Leviathan In Putins Russia Gazprom is by no means a mere natural monopoly, nor a newly established ministry for oil and gas. Gazprom is an instrument of public administration just like the pro-Kremlin United Russia","aissuR detinU nilmerK-orp eht ekil tsuj noitartsinimda cilbup fo tnemurtsni na si morpzaG.sag dna lio rof yrtsinim dehsilbatse ylwen a ron,yloponom larutan eserf a snaem on yb si morpzaG aissuR snituP nI nahtaelL snilmerK ehT"
"Ferguson stirs the pot ahead of Arsenal visit Manchester United manager Sir Alex Ferguson has raised the stakes before the Carling Cup clash with Arsenal at Old Trafford, by claiming that Chelsea are now the team to beat.",".taeb ot maet eht won era aeslehC taht gnimialc yb,droffarT dlO ta lanesrA htiw hsalc puC gnilraC eht erofeb sekats eht desiar sah nosugreF xelA riS reganam detinU retsehcnaM tisiv lanesrA fo daeha pot eht stirs nosugreF"
US-European mission explores Saturn #39;s moon mysteries This Nasa image shows Saturn #39;s lonely moon Mimas (R) seen against the blue-streaked backdrop of Saturn #39;s northern hemisphere.,.erehpsimeh nrehtron s;93# nrutaS fo edotskcab dekaerts-eulb eht tsniaga nees )R( samiM noom ylno s;93# nrutaS swohs egami asaN sihT sretsym noom s;93# nrutaS serolpxe noissim naeporuE-SU
"New Rainbow Six Franchise for Spring 2005 SAN FRANCISCO, CA - November 30, 2004 -Ubisoft, one of the world #39;s largest video game publishers, today announced its plans to launch the next installment in the Tom Clancy #39;s Rainbow SixR franchise for the Sony PlayStationR2 computer entertainment system","metsys tnemniatretne retupmoc 2RnoitatSyalP ynoS eht rof esihcnarf RxiS neewteerB s;93# ycnaL moT eht ni tnemtilaed txen eht hcnual ot snalp sti decnuonna yadot,srehsilbup emag oediv tsegral s;93# dlrow eht fo eno,tfosibU- 4002,03 rebmevoN - AC,OCSICNARF NAS 5002"
"With Ban Pending, Hamilton Loses Ride Tyler Hamilton, who won an Olympic gold medal for the United States in Athens, was fired last Thursday by Phonak, his Swiss cycling team, two months after testing positive for illegal blood transfusions.",".snoisufsnart doolb lagelli rof evitisop gnitset retfa shtnom owt,maet gnilcyc ssiwS sih,kanomhP yb yadsruhT tsal derif saw,snehtA ni setatS detinU eht rof ladem dlog cipmylO na now ohw,notlimaH ynneT eiR sesoL notlimaH,gnidneP naB htiW"
"Browns coach Davis resigns; Robiskie named interim coach BEREA, Ohio (Ticker) - One day after admitting that his shaky job status was a quot;distraction quot; to his players, Butch Davis resigned as coach of the Cleveland Browns on Tuesday.",".yadseuT no snworB dnalevelC eht fo hcaoc sa dengiser sivaD hctuB,sreyalp sih ot ;touq noitcartsed;touq a saw sutats boj ykahs sih taht gnittimda retfa yad enO - )rekciT( oihO,ERREB hcaoc miretni deman eiksirB ;sngiser sivaD hcaoc snworB"
"Son Is Gone but Fervor Remains After Fallujah After his son's life was ended by an American bullet, an Iraqi insurgent undertook a harrowing escape to a lonely exile in Baghdad, where he waits to fight another day.",".yad rehtona thgif ot stiaw eh erehw,dadhgaB ni elixe ylnois a ot epacse gniworrah a kootrednu tnegrusni iqarI na,llub naciremA na yb dedne saw efil s'nos sih retfA hajullaF retfA sniameR roviF tub enoG sI noS"
"SEC Delays Reviews for Some Firms Securities regulators gave more than 2,000 public companies a brief reprieve from new rules requiring them to assess the strength of their financial safeguards.",".sdraugefas laicnanif rieht fo htgnerts eht ssessa ot meht gniriuqer selur wen morf eveirper feirb a seinapmoc cilbup 000,2 naht erom evag srotaluger seitiruceS smriF emoS rof sweiveR syaleD CES"
"U.S. Increases Growth Estimate For 3rd Quarter Consumers and businesses boosted their spending a bit more quickly in late summer than previously thought, fueling faster overall economic growth, the government reported Tuesday.",".yadseuT detroper tnemnrevog eht,htworg cimonoce llarevo retsaf gnileuf,thguoht ylsuoiverp naht remmus etal ni ylkciuq erom tib a gnidneps rieht detsoob sessenisub dna sremusnoC retrauQ dr3 roF etamitsE htworG sesaercnI.S.U"
"Spurs 107, Mavericks 89 Devin Brown sparked a fourth-quarter spurt with two three-point plays and two dunks, helping the San Antonio Spurs beat the Dallas Mavericks 107-89 Monday night to spoil the pseudo-coaching debut of Avery Johnson.",".nosnhoJ yrevA fo tubed gnihcaoc-eporp eht tsef ot thgin yadnoM 89-071 skcirevaM sallaD eht taeb srupS oinotnA naS eht gnipleh,sknud owt dna syalp tniop-eerht owt htiw tpurs retrauq-htruof a dekraps nworB nivaD 89 skcirevaM,071 srupS"
